trip_id,dispatch_date,dispatch_month,vehicle_id,driver_id,customer_id,origin,destination,distance_km,trip_status,freight_revenue,total_expense,profit,profit_margin_pct,cost_per_km
TRP00358,2025-04-21,2025-04,VEH005,DRV028,CUS011,Nagpur,Hyderabad,509.5,Delivered,37428.0,21423.26,16004.74,42.76,42.05
TRP00359,2026-07-28,2026-07,VEH010,DRV023,CUS018,Surat,Indore,402.2,In Transit,32076.0,19662.010000000002,12413.99,38.7,48.89
TRP00360,2025-04-29,2025-04,VEH006,DRV006,CUS002,Hyderabad,Mumbai,726.3,Cancelled,3463.0,608.02,2854.98,82.44,0.84
TRP00361,2025-05-24,2025-05,VEH016,DRV018,CUS004,Nashik,Mumbai,167.0,Cancelled,787.0,0,787.0,100.0,0.0
TRP00362,2025-07-31,2025-07,VEH010,DRV008,CUS016,Nashik,Aurangabad,205.8,Delivered,17066.0,14096.710000000001,2969.29,17.4,68.5
TRP00363,2025-08-07,2025-08,VEH016,DRV015,CUS035,Indore,Pune,578.7,Cancelled,2900.0,310.47,2589.53,89.29,0.54
TRP00364,2025-05-09,2025-05,VEH014,DRV017,CUS041,Delhi,Jaipur,279.4,Delivered,18516.0,11636.03,6879.97,37.16,41.65
TRP00365,2026-06-25,2026-06,VEH001,DRV001,CUS034,Mumbai,Hyderabad,715.4,Delivered,26202.0,24402.33,1799.67,6.87,34.11
TRP00366,2026-07-29,2026-07,VEH010,DRV020,CUS015,Pune,Mumbai,147.8,In Transit,11518.0,20368.01,-8850.01,-76.84,137.81
TRP00367,2025-11-12,2025-11,VEH013,DRV027,CUS025,Pune,Bengaluru,843.2,Delivered,51475.0,45240.74,6234.26,12.11,53.65
TRP00368,2026-06-25,2026-06,VEH006,DRV005,CUS019,Bengaluru,Mumbai,1004.1,Delivered,36949.0,38090.14,-1141.14,-3.09,37.93
TRP00369,2025-10-03,2025-10,VEH001,DRV006,CUS007,Nashik,Aurangabad,215.7,Delayed,7700.0,11798.44,-4098.44,-53.23,54.7
TRP00370,2025-07-06,2025-07,VEH010,DRV026,CUS032,Nagpur,Aurangabad,516.7,Delivered,38081.0,20605.21,17475.79,45.89,39.88
TRP00371,2025-10-19,2025-10,VEH007,DRV029,CUS017,Ahmedabad,Surat,259.6,Delayed,12812.0,14456.65,-1644.65,-12.84,55.69
TRP00372,2025-12-23,2025-12,VEH007,DRV015,CUS048,Aurangabad,Mumbai,351.3,Delivered,16153.0,17777.95,-1624.95,-10.06,50.61
TRP00373,2025-04-01,2025-04,VEH018,DRV017,CUS008,Pune,Nagpur,695.7,Delivered,41412.0,29059.97,12352.03,29.83,41.77
TRP00374,2025-10-13,2025-10,VEH014,DRV011,CUS001,Jaipur,Mumbai,1174.4,Delivered,86722.0,44390.57,42331.43,48.81,37.8
TRP00375,2026-01-19,2026-01,VEH020,DRV005,CUS024,Mumbai,Nagpur,838.3,Delayed,58694.0,37420.590000000004,21273.41,36.24,44.64
TRP00376,2026-01-28,2026-01,VEH005,DRV023,CUS035,Mumbai,Aurangabad,331.2,Cancelled,2564.0,700.73,1863.27,72.67,2.12
TRP00377,2025-12-05,2025-12,VEH012,DRV024,CUS009,Nagpur,Pune,706.2,Delivered,30809.0,42589.61,-11780.61,-38.24,60.31
TRP00378,2025-07-21,2025-07,VEH012,DRV011,CUS047,Indore,Bengaluru,1243.8,Cancelled,2165.0,695.8,1469.2,67.86,0.56
TRP00379,2026-02-14,2026-02,VEH012,DRV015,CUS001,Bengaluru,Chennai,339.8,Delivered,14901.0,17062.33,-2161.33,-14.5,50.21
TRP00380,2025-11-23,2025-11,VEH018,DRV027,CUS025,Aurangabad,Pune,237.3,Delivered,12699.0,16382.97,-3683.97,-29.01,69.04
TRP00381,2025-05-19,2025-05,VEH003,DRV002,CUS009,Nashik,Pune,207.1,Delivered,12488.0,12319.55,168.45,1.35,59.49
TRP00382,2025-09-08,2025-09,VEH019,DRV009,CUS004,Nagpur,Aurangabad,513.7,Delivered,36560.0,25199.98,11360.02,31.07,49.06
TRP00383,2025-11-06,2025-11,VEH012,DRV018,CUS048,Indore,Ahmedabad,418.6,Delivered,20128.0,18720.74,1407.26,6.99,44.72
TRP00384,2025-10-19,2025-10,VEH007,DRV017,CUS007,Aurangabad,Mumbai,339.2,Delivered,16652.0,25827.55,-9175.55,-55.1,76.14
TRP00385,2025-05-24,2025-05,VEH004,DRV025,CUS041,Aurangabad,Indore,463.1,Delayed,31858.0,26396.489999999998,5461.51,17.14,57.0
TRP00386,2026-01-05,2026-01,VEH006,DRV018,CUS039,Delhi,Ahmedabad,990.1,Delivered,37753.0,32524.25,5228.75,13.85,32.85
TRP00387,2025-10-25,2025-10,VEH011,DRV020,CUS016,Indore,Aurangabad,460.0,Delivered,16166.0,17169.16,-1003.16,-6.21,37.32
TRP00388,2025-12-11,2025-12,VEH002,DRV010,CUS039,Nashik,Mumbai,173.2,Delivered,8204.0,13321.109999999999,-5117.11,-62.37,76.91
TRP00389,2025-03-17,2025-03,VEH009,DRV030,CUS036,Chennai,Bengaluru,360.2,Delivered,23236.0,16222.29,7013.71,30.18,45.04
TRP00390,2025-09-17,2025-09,VEH019,DRV008,CUS015,Nagpur,Pune,684.1,Delivered,47977.0,26624.96,21352.04,44.5,38.92
TRP00391,2025-04-05,2025-04,VEH019,DRV027,CUS007,Nashik,Indore,413.9,Delivered,29585.0,28429.55,1155.45,3.91,68.69
TRP00392,2026-03-05,2026-03,VEH014,DRV030,CUS008,Bengaluru,Pune,871.9,Cancelled,5118.0,378.49,4739.51,92.6,0.43
TRP00393,2026-05-09,2026-05,VEH011,DRV017,CUS045,Pune,Bengaluru,860.1,Cancelled,1913.0,0,1913.0,100.0,0.0
TRP00394,2026-03-22,2026-03,VEH013,DRV005,CUS009,Nagpur,Hyderabad,507.9,Delivered,31144.0,20544.4,10599.6,34.03,40.45
TRP00395,2025-08-26,2025-08,VEH005,DRV025,CUS009,Hyderabad,Indore,706.3,Delayed,54102.0,39380.31,14721.69,27.21,55.76
TRP00396,2026-04-06,2026-04,VEH009,DRV025,CUS028,Surat,Nashik,274.3,Delivered,17803.0,18066.8,-263.8,-1.48,65.87
TRP00397,2026-05-05,2026-05,VEH001,DRV025,CUS020,Jaipur,Mumbai,1177.3,Cancelled,1585.0,321.09,1263.91,79.74,0.27
TRP00398,2025-07-08,2025-07,VEH012,DRV005,CUS049,Mumbai,Nagpur,808.7,Cancelled,3997.0,0,3997.0,100.0,0.0
TRP00399,2025-09-03,2025-09,VEH004,DRV010,CUS029,Indore,Hyderabad,690.7,Delivered,48329.0,26800.920000000002,21528.08,44.54,38.8
TRP00400,2025-10-26,2025-10,VEH005,DRV023,CUS045,Mumbai,Nashik,172.0,Delivered,13289.0,10358.85,2930.15,22.05,60.23
TRP00401,2026-02-10,2026-02,VEH009,DRV002,CUS030,Mumbai,Pune,153.4,Delayed,10958.0,11169.82,-211.82,-1.93,72.81
TRP00402,2025-05-08,2025-05,VEH013,DRV008,CUS025,Chennai,Bengaluru,337.4,Delivered,20720.0,21656.010000000002,-936.01,-4.52,64.18
TRP00403,2026-01-28,2026-01,VEH002,DRV008,CUS034,Nashik,Indore,400.6,Delivered,18861.0,15154.800000000001,3706.2,19.65,37.83
TRP00404,2026-07-23,2026-07,VEH017,DRV009,CUS004,Nagpur,Pune,728.9,In Transit,36595.0,29976.22,6618.78,18.09,41.13
TRP00405,2025-09-27,2025-09,VEH011,DRV029,CUS026,Mumbai,Hyderabad,710.4,Cancelled,1202.0,431.36,770.64,64.11,0.61
TRP00406,2025-09-02,2025-09,VEH020,DRV011,CUS029,Delhi,Jaipur,286.2,Delivered,24254.0,28828.3,-4574.3,-18.86,100.73
TRP00407,2025-04-17,2025-04,VEH005,DRV014,CUS050,Delhi,Mumbai,1421.3,Delivered,111701.0,51168.93,60532.07,54.19,36.0
TRP00408,2026-05-06,2026-05,VEH005,DRV024,CUS002,Surat,Nashik,270.8,Delivered,19233.0,14898.32,4334.68,22.54,55.02
TRP00409,2025-10-01,2025-10,VEH005,DRV006,CUS002,Indore,Pune,601.2,Delivered,45945.0,21601.309999999998,24343.69,52.98,35.93
TRP00410,2026-07-30,2026-07,VEH005,DRV017,CUS039,Hyderabad,Indore,699.9,In Transit,50113.0,25544.15,24568.85,49.03,36.5
TRP00411,2025-09-02,2025-09,VEH014,DRV025,CUS001,Indore,Pune,582.8,Delayed,41603.0,23993.940000000002,17609.06,42.33,41.17
TRP00412,2026-07-29,2026-07,VEH015,DRV028,CUS040,Hyderabad,Bengaluru,592.4,In Transit,43571.0,25999.89,17571.11,40.33,43.89
TRP00413,2025-03-18,2025-03,VEH013,DRV024,CUS021,Indore,Surat,411.8,Delivered,25420.0,25243.86,176.14,0.69,61.3
TRP00414,2025-03-29,2025-03,VEH008,DRV017,CUS035,Indore,Surat,389.3,Delivered,22010.0,18412.36,3597.64,16.35,47.3
TRP00415,2025-07-02,2025-07,VEH010,DRV015,CUS011,Ahmedabad,Jaipur,688.7,Delayed,56439.0,25350.78,31088.22,55.08,36.81
TRP00416,2026-04-06,2026-04,VEH004,DRV006,CUS050,Ahmedabad,Nashik,471.8,Delivered,30790.0,23525.32,7264.68,23.59,49.86
TRP00417,2026-07-25,2026-07,VEH007,DRV029,CUS030,Mumbai,Nagpur,851.0,In Transit,36105.0,36314.55,-209.55,-0.58,42.67
TRP00418,2026-07-31,2026-07,VEH015,DRV021,CUS024,Nagpur,Mumbai,830.6,In Transit,60832.0,48135.12,12696.88,20.87,57.95
TRP00419,2025-07-05,2025-07,VEH002,DRV025,CUS011,Hyderabad,Nagpur,511.4,Delivered,23479.0,22625.149999999998,853.85,3.64,44.24
TRP00420,2025-10-24,2025-10,VEH015,DRV010,CUS041,Pune,Nashik,205.9,Delivered,17020.0,15690.02,1329.98,7.81,76.2
TRP00421,2026-05-05,2026-05,VEH001,DRV020,CUS032,Pune,Hyderabad,572.7,Delivered,20119.0,21104.45,-985.45,-4.9,36.85
TRP00422,2025-03-16,2025-03,VEH020,DRV021,CUS036,Pune,Surat,427.1,Delayed,35760.0,31514.29,4245.71,11.87,73.79
TRP00423,2025-11-25,2025-11,VEH010,DRV011,CUS006,Mumbai,Ahmedabad,556.2,Delivered,49919.0,25835.77,24083.23,48.24,46.45
TRP00424,2026-07-24,2026-07,VEH012,DRV030,CUS003,Nagpur,Mumbai,826.5,In Transit,39720.0,31142.23,8577.77,21.6,37.68
TRP00425,2025-09-09,2025-09,VEH016,DRV005,CUS008,Pune,Indore,591.8,Delivered,23761.0,25768.079999999998,-2007.08,-8.45,43.54
TRP00426,2026-02-04,2026-02,VEH017,DRV003,CUS031,Nashik,Aurangabad,217.9,Delivered,10799.0,22316.12,-11517.12,-106.65,102.41
TRP00427,2025-03-03,2025-03,VEH016,DRV026,CUS012,Bengaluru,Pune,880.6,Delivered,32567.0,37777.36,-5210.36,-16.0,42.9
TRP00428,2025-02-18,2025-02,VEH020,DRV014,CUS027,Mumbai,Surat,289.2,Delayed,22473.0,20564.73,1908.27,8.49,71.11
TRP00429,2026-01-22,2026-01,VEH010,DRV010,CUS033,Aurangabad,Hyderabad,485.2,Delayed,36896.0,25335.57,11560.43,31.33,52.22
TRP00430,2025-03-15,2025-03,VEH006,DRV007,CUS022,Hyderabad,Nagpur,504.2,Delivered,17271.0,25473.58,-8202.58,-47.49,50.52
TRP00431,2025-12-10,2025-12,VEH018,DRV029,CUS022,Bengaluru,Indore,1203.7,Delayed,67003.0,41878.06,25124.94,37.5,34.79
TRP00432,2025-07-09,2025-07,VEH007,DRV019,CUS044,Hyderabad,Nagpur,520.5,Delivered,23918.0,18194.239999999998,5723.76,23.93,34.96
TRP00433,2025-12-19,2025-12,VEH018,DRV027,CUS011,Indore,Aurangabad,453.1,Delivered,25969.0,26596.379999999997,-627.38,-2.42,58.7
TRP00434,2025-12-13,2025-12,VEH003,DRV016,CUS016,Nagpur,Aurangabad,523.0,Delivered,33398.0,21948.079999999998,11449.92,34.28,41.97
TRP00435,2026-01-21,2026-01,VEH003,DRV015,CUS033,Nashik,Mumbai,172.0,Delivered,9988.0,10968.779999999999,-980.78,-9.82,63.77
TRP00436,2025-06-05,2025-06,VEH004,DRV027,CUS034,Mumbai,Hyderabad,690.8,Delivered,49267.0,28943.09,20323.91,41.25,41.9
TRP00437,2025-03-02,2025-03,VEH003,DRV011,CUS030,Mumbai,Surat,293.9,Delayed,16851.0,23894.93,-7043.93,-41.8,81.3
TRP00438,2025-11-13,2025-11,VEH007,DRV007,CUS019,Indore,Pune,608.8,Delayed,29161.0,28305.73,855.27,2.93,46.49
TRP00439,2025-11-24,2025-11,VEH018,DRV017,CUS007,Surat,Pune,441.1,Delivered,23740.0,19064.260000000002,4675.74,19.7,43.22
TRP00440,2025-05-26,2025-05,VEH011,DRV018,CUS029,Mumbai,Ahmedabad,534.1,Delayed,18091.0,22330.04,-4239.04,-23.43,41.81
TRP00441,2026-07-31,2026-07,VEH020,DRV029,CUS038,Delhi,Ahmedabad,945.2,In Transit,81742.0,34701.54,47040.46,57.55,36.71
TRP00442,2026-05-29,2026-05,VEH019,DRV005,CUS006,Indore,Bengaluru,1193.8,Delayed,83166.0,41449.39,41716.61,50.16,34.72
TRP00443,2026-01-05,2026-01,VEH009,DRV030,CUS024,Surat,Indore,417.4,Delivered,25559.0,25348.4,210.6,0.82,60.73
TRP00444,2025-05-23,2025-05,VEH016,DRV015,CUS011,Aurangabad,Nashik,213.9,Delivered,7839.0,22770.7,-14931.7,-190.48,106.45
TRP00445,2025-07-19,2025-07,VEH010,DRV018,CUS030,Indore,Surat,395.6,Delivered,28005.0,32266.09,-4261.09,-15.22,81.56
TRP00446,2025-04-27,2025-04,VEH019,DRV014,CUS028,Indore,Aurangabad,466.2,Delivered,30965.0,22888.77,8076.23,26.08,49.1
TRP00447,2025-05-29,2025-05,VEH011,DRV018,CUS007,Ahmedabad,Delhi,994.1,Delivered,35423.0,33488.2,1934.8,5.46,33.69
TRP00448,2025-02-07,2025-02,VEH002,DRV003,CUS014,Hyderabad,Mumbai,740.0,Delayed,33402.0,28252.01,5149.99,15.42,38.18
TRP00449,2025-12-15,2025-12,VEH013,DRV020,CUS037,Ahmedabad,Delhi,973.3,Delivered,63153.0,35823.78,27329.22,43.27,36.81
TRP00450,2026-02-20,2026-02,VEH003,DRV019,CUS001,Bengaluru,Chennai,338.2,Delivered,18215.0,23771.26,-5556.26,-30.5,70.29
TRP00451,2025-12-29,2025-12,VEH012,DRV004,CUS019,Mumbai,Nashik,169.3,Delivered,8072.0,21213.53,-13141.53,-162.8,125.3
TRP00452,2026-04-10,2026-04,VEH006,DRV016,CUS009,Aurangabad,Pune,243.8,Delivered,7841.0,10699.28,-2858.28,-36.45,43.89
TRP00453,2025-06-27,2025-06,VEH001,DRV005,CUS047,Hyderabad,Bengaluru,597.4,Delivered,24630.0,26602.620000000003,-1972.62,-8.01,44.53
TRP00454,2026-07-29,2026-07,VEH020,DRV030,CUS028,Pune,Nashik,210.8,In Transit,15675.0,15201.87,473.13,3.02,72.12
TRP00455,2026-02-17,2026-02,VEH019,DRV016,CUS047,Hyderabad,Pune,555.3,Cancelled,1978.0,0,1978.0,100.0,0.0
TRP00456,2025-11-20,2025-11,VEH019,DRV016,CUS045,Mumbai,Nagpur,853.7,Cancelled,779.0,0,779.0,100.0,0.0
TRP00457,2025-04-02,2025-04,VEH016,DRV021,CUS048,Indore,Mumbai,592.7,Delivered,21869.0,31618.22,-9749.22,-44.58,53.35
TRP00458,2026-07-27,2026-07,VEH016,DRV019,CUS047,Nagpur,Hyderabad,523.4,In Transit,20360.0,28354.91,-7994.91,-39.27,54.17
TRP00459,2025-03-31,2025-03,VEH010,DRV024,CUS037,Pune,Nagpur,705.5,Delivered,60613.0,25245.949999999997,35367.05,58.35,35.78
TRP00460,2025-06-22,2025-06,VEH010,DRV016,CUS006,Hyderabad,Mumbai,737.1,Delivered,58246.0,42752.79,15493.21,26.6,58.0
TRP00461,2025-08-05,2025-08,VEH004,DRV020,CUS012,Ahmedabad,Nashik,470.5,Delivered,33389.0,18633.95,14755.05,44.19,39.6
TRP00462,2026-07-29,2026-07,VEH002,DRV011,CUS006,Delhi,Mumbai,1450.0,In Transit,65664.0,50968.82,14695.18,22.38,35.15
TRP00463,2026-07-23,2026-07,VEH006,DRV007,CUS037,Nagpur,Indore,431.2,In Transit,15105.0,20351.2,-5246.2,-34.73,47.2
TRP00464,2026-07-23,2026-07,VEH018,DRV008,CUS025,Surat,Ahmedabad,260.1,In Transit,15379.0,17337.55,-1958.55,-12.74,66.66
TRP00465,2026-04-25,2026-04,VEH011,DRV017,CUS044,Mumbai,Surat,288.6,Delivered,9741.0,24933.07,-15192.07,-155.96,86.39
TRP00466,2025-08-25,2025-08,VEH004,DRV009,CUS042,Nashik,Ahmedabad,474.7,Delayed,31847.0,22796.84,9050.16,28.42,48.02
TRP00467,2025-05-24,2025-05,VEH018,DRV001,CUS044,Pune,Mumbai,145.6,Delivered,7672.0,10788.75,-3116.75,-40.63,74.1
TRP00468,2026-07-26,2026-07,VEH007,DRV002,CUS002,Mumbai,Nagpur,844.6,In Transit,42958.0,37000.57,5957.43,13.87,43.81
TRP00469,2025-08-15,2025-08,VEH004,DRV003,CUS039,Mumbai,Hyderabad,732.1,Delayed,45782.0,37221.68,8560.32,18.7,50.84
TRP00470,2026-01-04,2026-01,VEH003,DRV021,CUS030,Indore,Pune,605.0,Delayed,31824.0,38751.38,-6927.38,-21.77,64.05
TRP00471,2026-06-25,2026-06,VEH013,DRV011,CUS004,Nagpur,Pune,693.8,Delivered,39714.0,27760.670000000002,11953.33,30.1,40.01
TRP00472,2026-05-05,2026-05,VEH016,DRV004,CUS010,Jaipur,Delhi,276.5,Delayed,8786.0,23670.2,-14884.2,-169.41,85.61
TRP00473,2025-03-17,2025-03,VEH009,DRV025,CUS029,Nashik,Mumbai,162.0,Delayed,10417.0,16391.77,-5974.77,-57.36,101.18
TRP00474,2026-03-27,2026-03,VEH013,DRV019,CUS001,Chennai,Bengaluru,355.9,Delivered,19587.0,18543.17,1043.83,5.33,52.1
TRP00475,2026-03-24,2026-03,VEH016,DRV004,CUS037,Jaipur,Delhi,279.6,Delayed,9634.0,13396.11,-3762.11,-39.05,47.91
TRP00476,2026-03-07,2026-03,VEH011,DRV003,CUS030,Aurangabad,Nashik,206.7,Delivered,8159.0,9749.44,-1590.44,-19.49,47.17
TRP00477,2025-10-09,2025-10,VEH012,DRV016,CUS006,Delhi,Ahmedabad,932.1,Delivered,48432.0,34159.840000000004,14272.16,29.47,36.65
TRP00478,2026-07-23,2026-07,VEH016,DRV018,CUS029,Mumbai,Nashik,160.8,In Transit,5771.0,13980.37,-8209.37,-142.25,86.94
TRP00479,2025-03-16,2025-03,VEH017,DRV015,CUS044,Delhi,Jaipur,284.6,Cancelled,1741.0,394.0,1347.0,77.37,1.38
TRP00480,2026-07-24,2026-07,VEH020,DRV002,CUS016,Mumbai,Hyderabad,724.6,In Transit,53624.0,33927.93,19696.07,36.73,46.82
TRP00481,2026-03-25,2026-03,VEH004,DRV004,CUS032,Pune,Bengaluru,828.4,Delivered,58461.0,30741.02,27719.98,47.42,37.11
TRP00482,2026-04-08,2026-04,VEH007,DRV025,CUS003,Nashik,Ahmedabad,448.5,Delivered,21618.0,19019.3,2598.7,12.02,42.41
TRP00483,2025-07-18,2025-07,VEH019,DRV002,CUS009,Aurangabad,Mumbai,341.9,Delivered,20651.0,30184.09,-9533.09,-46.16,88.28
TRP00484,2026-07-30,2026-07,VEH003,DRV023,CUS042,Ahmedabad,Nashik,461.5,In Transit,26127.0,24762.399999999998,1364.6,5.22,53.66
TRP00485,2025-08-10,2025-08,VEH017,DRV015,CUS027,Hyderabad,Pune,570.6,Delivered,29438.0,32771.64,-3333.64,-11.32,57.43
TRP00486,2025-05-15,2025-05,VEH012,DRV014,CUS001,Aurangabad,Hyderabad,489.7,Delivered,23978.0,23136.0,842.0,3.51,47.25
TRP00487,2026-07-30,2026-07,VEH007,DRV009,CUS004,Pune,Aurangabad,230.8,In Transit,11096.0,13876.25,-2780.25,-25.06,60.12
TRP00488,2026-05-17,2026-05,VEH002,DRV021,CUS024,Nashik,Aurangabad,207.9,Delivered,10202.0,9378.5,823.5,8.07,45.11
TRP00489,2026-01-06,2026-01,VEH001,DRV016,CUS033,Mumbai,Bengaluru,974.0,Delivered,31954.0,41984.590000000004,-10030.59,-31.39,43.11
TRP00490,2026-06-04,2026-06,VEH008,DRV004,CUS016,Indore,Ahmedabad,405.0,Delivered,24295.0,21674.55,2620.45,10.79,53.52
TRP00491,2026-02-09,2026-02,VEH020,DRV015,CUS012,Surat,Ahmedabad,266.8,Delivered,18709.0,15505.22,3203.78,17.12,58.12
TRP00492,2026-01-24,2026-01,VEH019,DRV002,CUS018,Mumbai,Hyderabad,715.1,Delivered,53208.0,29285.07,23922.93,44.96,40.95
TRP00493,2026-06-22,2026-06,VEH020,DRV029,CUS011,Indore,Aurangabad,477.7,Delivered,39477.0,19892.86,19584.14,49.61,41.64
TRP00494,2025-09-22,2025-09,VEH009,DRV001,CUS047,Jaipur,Ahmedabad,653.2,Delivered,51921.0,23694.29,28226.71,54.36,36.27
TRP00495,2026-03-17,2026-03,VEH014,DRV002,CUS003,Hyderabad,Indore,707.2,Delivered,47812.0,23117.92,24694.08,51.65,32.69
TRP00496,2025-05-10,2025-05,VEH018,DRV025,CUS001,Indore,Ahmedabad,397.1,Delivered,21254.0,14509.17,6744.83,31.73,36.54
TRP00497,2026-03-29,2026-03,VEH019,DRV024,CUS038,Nashik,Mumbai,166.2,Delivered,12265.0,12141.57,123.43,1.01,73.05
TRP00498,2025-12-07,2025-12,VEH001,DRV028,CUS041,Mumbai,Indore,599.8,Delivered,23110.0,29443.5,-6333.5,-27.41,49.09
TRP00499,2026-07-19,2026-07,VEH019,DRV026,CUS014,Nagpur,Mumbai,827.4,Cancelled,1051.0,0,1051.0,100.0,0.0
TRP00500,2025-04-16,2025-04,VEH012,DRV015,CUS040,Mumbai,Surat,280.4,Delivered,12390.0,13319.029999999999,-929.03,-7.5,47.5
