trip_id,customer_id,vehicle_id,driver_id,origin,destination,dispatch_date,expected_delivery_date,actual_delivery_date,trip_status,is_on_time,is_delayed,delay_days
TRP00440,CUS029,VEH011,DRV018,Mumbai,Ahmedabad,2025-05-26,2025-05-27,2025-05-28,Delayed,0,1,1
TRP00441,CUS038,VEH020,DRV029,Delhi,Ahmedabad,2026-07-31,2026-08-03,,In Transit,0,0,
TRP00442,CUS006,VEH019,DRV005,Indore,Bengaluru,2026-05-29,2026-06-01,2026-06-03,Delayed,0,1,2
TRP00443,CUS024,VEH009,DRV030,Surat,Indore,2026-01-05,2026-01-06,2026-01-05,Delivered,1,0,-1
TRP00444,CUS011,VEH016,DRV015,Aurangabad,Nashik,2025-05-23,2025-05-24,2025-05-23,Delivered,1,0,-1
TRP00445,CUS030,VEH010,DRV018,Indore,Surat,2025-07-19,2025-07-20,2025-07-20,Delivered,1,0,0
TRP00446,CUS028,VEH019,DRV014,Indore,Aurangabad,2025-04-27,2025-04-28,2025-04-28,Delivered,1,0,0
TRP00447,CUS007,VEH011,DRV018,Ahmedabad,Delhi,2025-05-29,2025-06-01,2025-06-01,Delivered,1,0,0
TRP00448,CUS014,VEH002,DRV003,Hyderabad,Mumbai,2025-02-07,2025-02-09,2025-02-15,Delayed,0,1,6
TRP00449,CUS037,VEH013,DRV020,Ahmedabad,Delhi,2025-12-15,2025-12-17,2025-12-17,Delivered,1,0,0
TRP00450,CUS001,VEH003,DRV019,Bengaluru,Chennai,2026-02-20,2026-02-21,2026-02-20,Delivered,1,0,-1
TRP00451,CUS019,VEH012,DRV004,Mumbai,Nashik,2025-12-29,2025-12-30,2025-12-30,Delivered,1,0,0
TRP00452,CUS009,VEH006,DRV016,Aurangabad,Pune,2026-04-10,2026-04-11,2026-04-10,Delivered,1,0,-1
TRP00453,CUS047,VEH001,DRV005,Hyderabad,Bengaluru,2025-06-27,2025-06-29,2025-06-29,Delivered,1,0,0
TRP00454,CUS028,VEH020,DRV030,Pune,Nashik,2026-07-29,2026-07-30,,In Transit,0,0,
TRP00455,CUS047,VEH019,DRV016,Hyderabad,Pune,2026-02-17,2026-02-19,,Cancelled,0,0,
TRP00456,CUS045,VEH019,DRV016,Mumbai,Nagpur,2025-11-20,2025-11-22,,Cancelled,0,0,
TRP00457,CUS048,VEH016,DRV021,Indore,Mumbai,2025-04-02,2025-04-03,2025-04-02,Delivered,1,0,-1
TRP00458,CUS047,VEH016,DRV019,Nagpur,Hyderabad,2026-07-27,2026-07-29,,In Transit,0,0,
TRP00459,CUS037,VEH010,DRV024,Pune,Nagpur,2025-03-31,2025-04-02,2025-04-02,Delivered,1,0,0
TRP00460,CUS006,VEH010,DRV016,Hyderabad,Mumbai,2025-06-22,2025-06-24,2025-06-24,Delivered,1,0,0
TRP00461,CUS012,VEH004,DRV020,Ahmedabad,Nashik,2025-08-05,2025-08-06,2025-08-05,Delivered,1,0,-1
TRP00462,CUS006,VEH002,DRV011,Delhi,Mumbai,2026-07-29,2026-08-02,,In Transit,0,0,
TRP00463,CUS037,VEH006,DRV007,Nagpur,Indore,2026-07-23,2026-07-24,,In Transit,0,0,
TRP00464,CUS025,VEH018,DRV008,Surat,Ahmedabad,2026-07-23,2026-07-24,,In Transit,0,0,
TRP00465,CUS044,VEH011,DRV017,Mumbai,Surat,2026-04-25,2026-04-26,2026-04-26,Delivered,1,0,0
TRP00466,CUS042,VEH004,DRV009,Nashik,Ahmedabad,2025-08-25,2025-08-26,2025-09-01,Delayed,0,1,6
TRP00467,CUS044,VEH018,DRV001,Pune,Mumbai,2025-05-24,2025-05-25,2025-05-25,Delivered,1,0,0
TRP00468,CUS002,VEH007,DRV002,Mumbai,Nagpur,2026-07-26,2026-07-28,,In Transit,0,0,
TRP00469,CUS039,VEH004,DRV003,Mumbai,Hyderabad,2025-08-15,2025-08-17,2025-08-23,Delayed,0,1,6
TRP00470,CUS030,VEH003,DRV021,Indore,Pune,2026-01-04,2026-01-06,2026-01-07,Delayed,0,1,1
TRP00471,CUS004,VEH013,DRV011,Nagpur,Pune,2026-06-25,2026-06-27,2026-06-26,Delivered,1,0,-1
TRP00472,CUS010,VEH016,DRV004,Jaipur,Delhi,2026-05-05,2026-05-06,2026-05-07,Delayed,0,1,1
TRP00473,CUS029,VEH009,DRV025,Nashik,Mumbai,2025-03-17,2025-03-18,2025-03-21,Delayed,0,1,3
TRP00474,CUS001,VEH013,DRV019,Chennai,Bengaluru,2026-03-27,2026-03-28,2026-03-27,Delivered,1,0,-1
TRP00475,CUS037,VEH016,DRV004,Jaipur,Delhi,2026-03-24,2026-03-25,2026-03-31,Delayed,0,1,6
TRP00476,CUS030,VEH011,DRV003,Aurangabad,Nashik,2026-03-07,2026-03-08,2026-03-08,Delivered,1,0,0
TRP00477,CUS006,VEH012,DRV016,Delhi,Ahmedabad,2025-10-09,2025-10-12,2025-10-11,Delivered,1,0,-1
TRP00478,CUS029,VEH016,DRV018,Mumbai,Nashik,2026-07-23,2026-07-24,,In Transit,0,0,
TRP00479,CUS044,VEH017,DRV015,Delhi,Jaipur,2025-03-16,2025-03-17,,Cancelled,0,0,
TRP00480,CUS016,VEH020,DRV002,Mumbai,Hyderabad,2026-07-24,2026-07-26,,In Transit,0,0,
TRP00481,CUS032,VEH004,DRV004,Pune,Bengaluru,2026-03-25,2026-03-27,2026-03-26,Delivered,1,0,-1
TRP00482,CUS003,VEH007,DRV025,Nashik,Ahmedabad,2026-04-08,2026-04-09,2026-04-09,Delivered,1,0,0
TRP00483,CUS009,VEH019,DRV002,Aurangabad,Mumbai,2025-07-18,2025-07-19,2025-07-19,Delivered,1,0,0
TRP00484,CUS042,VEH003,DRV023,Ahmedabad,Nashik,2026-07-30,2026-07-31,,In Transit,0,0,
TRP00485,CUS027,VEH017,DRV015,Hyderabad,Pune,2025-08-10,2025-08-11,2025-08-10,Delivered,1,0,-1
TRP00486,CUS001,VEH012,DRV014,Aurangabad,Hyderabad,2025-05-15,2025-05-16,2025-05-15,Delivered,1,0,-1
TRP00487,CUS004,VEH007,DRV009,Pune,Aurangabad,2026-07-30,2026-07-31,,In Transit,0,0,
TRP00488,CUS024,VEH002,DRV021,Nashik,Aurangabad,2026-05-17,2026-05-18,2026-05-17,Delivered,1,0,-1
TRP00489,CUS033,VEH001,DRV016,Mumbai,Bengaluru,2026-01-06,2026-01-09,2026-01-09,Delivered,1,0,0
TRP00490,CUS016,VEH008,DRV004,Indore,Ahmedabad,2026-06-04,2026-06-05,2026-06-04,Delivered,1,0,-1
TRP00491,CUS012,VEH020,DRV015,Surat,Ahmedabad,2026-02-09,2026-02-10,2026-02-09,Delivered,1,0,-1
TRP00492,CUS018,VEH019,DRV002,Mumbai,Hyderabad,2026-01-24,2026-01-26,2026-01-26,Delivered,1,0,0
TRP00493,CUS011,VEH020,DRV029,Indore,Aurangabad,2026-06-22,2026-06-23,2026-06-22,Delivered,1,0,-1
TRP00494,CUS047,VEH009,DRV001,Jaipur,Ahmedabad,2025-09-22,2025-09-24,2025-09-23,Delivered,1,0,-1
TRP00495,CUS003,VEH014,DRV002,Hyderabad,Indore,2026-03-17,2026-03-19,2026-03-18,Delivered,1,0,-1
TRP00496,CUS001,VEH018,DRV025,Indore,Ahmedabad,2025-05-10,2025-05-11,2025-05-11,Delivered,1,0,0
TRP00497,CUS038,VEH019,DRV024,Nashik,Mumbai,2026-03-29,2026-03-30,2026-03-30,Delivered,1,0,0
TRP00498,CUS041,VEH001,DRV028,Mumbai,Indore,2025-12-07,2025-12-09,2025-12-09,Delivered,1,0,0
TRP00499,CUS014,VEH019,DRV026,Nagpur,Mumbai,2026-07-19,2026-07-21,,Cancelled,0,0,
TRP00500,CUS040,VEH012,DRV015,Mumbai,Surat,2025-04-16,2025-04-17,2025-04-16,Delivered,1,0,-1
